"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3699438";"";"None";"571.77";"2";"8.29";"BDBM147457";"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)N(C)C)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12";"IC50";"'='";"148.0";"nM";"6.83";"";"284781";"UO_0000065";"11.94";"0.22";"-1.46";"12.57";"0";"CHEMBL3706273";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638687";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"148.0"
"CHEMBL180504";"";"None";"452.50";"0";"4.98";"1e";"COc1cc(C[C@H](OC)C(=O)O)ccc1OCCCOc1ccc(Oc2ccccc2)cc1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"17.43";"0.33";"2.91";"9.45";"0";"CHEMBL828105";"Mean inhibitory concentration against human peroxisome proliferator-activated receptor gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145231";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"13.0"
"CHEMBL234801";"";"None";"370.35";"0";"4.09";"16a";"Cc1nc(C(F)(F)F)sc1COc1ccc2c(ccn2CC(=O)O)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896468";"Displacement of [3H]5-(4-(3-(5-methyl-2-phenyloxazol-4-yl)propanoyl)benzyl)thiazolidine-2,4-dione from human PPARgamma after 2 hrs by SPA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149526";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"10000.0"
"CHEMBL241286";"";"None";"439.58";"1";"5.93";"14";"CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2cscn2)c1";"IC50";"'='";"346.0";"nM";"6.46";"";"";"UO_0000065";"14.70";"0.28";"0.53";"9.41";"0";"CHEMBL885568";"Displacement of [3H]2-methyl-2-(4-{3-[porpyl-(5-pyridin-2yl-thiophene-2-sulfonyl)-amino]-propyl}-phenoxy)-propionic acid from human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139045";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"346.0"
"CHEMBL3678082";"";"None";"436.46";"0";"4.92";"BDBM161097";"COc1ccc(CNC(=O)c2ccc3c(ccn3Cc3ccc(F)cc3F)c2)cc1OC";"IC50";"'='";"300.0";"nM";"6.52";"";"304403";"UO_0000065";"14.94";"0.28";"1.60";"12.43";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"300.0"
"CHEMBL3678083";"";"None";"435.43";"1";"5.37";"BDBM161098";"C[C@H](NC(=O)c1ccc2c(ccn2Cc2ccc(F)cc2F)c1)c1ccc([N+](=O)[O-])cc1";"IC50";"'='";"292.0";"nM";"6.54";"";"304404";"UO_0000065";"15.01";"0.28";"1.16";"8.47";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"292.0"
"CHEMBL1089500";"";"None";"472.93";"1";"5.32";"32";"CCCOC(=O)N(CC(=O)O)Cc1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1";"IC50";"'='";"10310.0";"nM";"4.99";"";"";"UO_0000065";"10.54";"0.21";"-0.33";"4.88";"0";"CHEMBL1110807";"Binding affinity to human His-tagged PPARgamma LBD (Q203-Y477) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156340";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"10310.0"
"CHEMBL1091218";"";"None";"554.52";"2";"6.64";"27";"Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(F)(F)F)cc4)oc3C)c2)cc1";"IC50";"'='";"2737.0";"nM";"5.56";"";"";"UO_0000065";"10.03";"0.19";"-1.08";"5.45";"0";"CHEMBL1110807";"Binding affinity to human His-tagged PPARgamma LBD (Q203-Y477) expressed in Escherichia coli BL21 (DE3) by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156340";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"2737.0"
"CHEMBL234663";"";"None";"420.53";"1";"5.51";"13e";"O=C(O)COc1ccc(SCc2ccc(OCc3ccccc3)cc2)c2c1CCC2";"IC50";"'='";"7570.0";"nM";"5.12";"";"";"UO_0000065";"12.18";"0.23";"-0.39";"9.18";"0";"CHEMBL896363";"Displacement of [3H]5-(4-(3-(5-methyl-2-phenyloxazol-4-yl)propanoyl)benzyl)thiazolidine-2,4-dione from human PPARgamma after 2 hrs by SPA assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148881";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"7570.0"
"CHEMBL180912";"";"None";"460.83";"0";"4.91";"56";"O=C(O)C1CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1";"IC50";"'='";"4100.0";"nM";"5.39";"";"";"UO_0000065";"11.69";"0.24";"0.48";"7.26";"0";"CHEMBL828475";"In vitro binding affinity against human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140266";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"4.1"
"CHEMBL371112";"";"None";"396.53";"1";"6.51";"33";"CCC(=O)c1cc(C(C)CC)c(OC(C(=O)O)c2ccccc2)c(C(C)CC)c1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL830984";"In vitro binding affinity for human PPAR gamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140307";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"50.0"
"CHEMBL364894";"";"None";"574.94";"2";"7.08";"12";"COc1ccc2c(-n3c(C)c(Cc4cc(O[C@H](C)C(=O)O)ccc4Cl)c4cc(OC(F)(F)F)ccc43)noc2c1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"15.13";"0.30";"1.62";"9.07";"0";"CHEMBL830853";"Inhibition of human peroxisome proliferator activated receptor gamma binding";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145238";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"2.0"
"CHEMBL324449";"";"None";"476.57";"1";"6.45";"8";"CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(C)(C(=O)O)CC2";"IC50";"'='";"750.0";"nM";"6.12";"";"";"UO_0000065";"12.85";"0.24";"-0.33";"8.25";"0";"CHEMBL759451";"In vitro binding affinity for human peroxisome proliferator activated receptor gamma using scintillation proximity assay (SPA)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149176";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"0.75"
"CHEMBL113324";"";"None";"568.69";"2";"6.24";"28";"CCCc1cc(Oc2ccc(S(C)(=O)=O)cc2)ccc1OCCCOc1ccc2c(c1)OC(CC)(C(=O)O)CC2";"IC50";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"11.31";"0.22";"0.19";"5.94";"0";"CHEMBL762527";"In vitro binding affinity for human PPAR gamma receptor using scintillation proximity assay (SPA)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149176";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"0.37"
"CHEMBL3398437";"";"None";"478.55";"0";"4.60";"3c";"CCOC(=O)N1C[C@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@H](C(=O)O)C1";"IC50";"'='";"4280.0";"nM";"5.37";"";"";"UO_0000065";"11.22";"0.21";"0.77";"5.26";"0";"CHEMBL3399106";"Binding affinity to PPARgamma (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"4.28"
"CHEMBL4746217";"";"None";"381.35";"0";"3.41";"(+/-)-44; ACPHS-52-3";"Cc1cc(C(=O)O)nc(N2CCC(COc3ccccc3C(F)(F)F)C2)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4701520";"Agonist activity at PPARgamma (unknown origin)";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699473";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"100.0"
"CHEMBL180928";"";"None";"474.86";"1";"5.30";"55";"C[C@@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"11.73";"0.24";"0.27";"7.50";"0";"CHEMBL828475";"In vitro binding affinity against human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140266";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"2.7"
"CHEMBL445151";"";"None";"471.51";"0";"4.88";"6f";"CC1=C(C(=O)O)C(c2ccc(OCCCOc3cccc4[nH]c5ccccc5c34)cc2)NC(=O)N1";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"12.82";"0.24";"1.17";"5.37";"0";"CHEMBL888894";"Displacement of [3H]rosiglitazone from PPAR gamma";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145436";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.9"
"CHEMBL230672";"";"None";"477.52";"0";"4.11";"6r";"COc1cc(C2NC(=O)NC(C)=C2C(=O)O)ccc1OCCCOc1cc(C)nc2ccccc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL888894";"Displacement of [3H]rosiglitazone from PPAR gamma";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145436";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";""
"CHEMBL3398445";"";"None";"482.58";"1";"5.65";"4c";"Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(c3ccccc3)C[C@H]2C(=O)O)c1";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"14.20";"0.26";"1.20";"9.04";"0";"CHEMBL3399106";"Binding affinity to PPARgamma (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.14"
"CHEMBL3398434";"";"None";"478.55";"0";"4.92";"2e";"CCOC(=O)N1C[C@H](CC(=O)O)[C@H](c2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3399106";"Binding affinity to PPARgamma (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"10.0"
"CHEMBL3398426";"";"None";"464.52";"0";"4.53";"1c";"CCOC(=O)N1C[C@H](C(=O)O)[C@H](c2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3399106";"Binding affinity to PPARgamma (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"10.0"
"CHEMBL489651";"";"None";"527.50";"2";"5.99";"3";"COc1ccc(C(=O)c2c(C)n(Cc3cccc(O[C@@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc23)cc1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"17.06";"0.32";"3.01";"10.35";"0";"CHEMBL940691";"Displacement of [3H2]nTZD3 from human recombinant GST-fused PPARgamma expressed in Escherichia coli by scintillation proximity assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137013";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"1.0"
"CHEMBL522772";"";"None";"554.35";"2";"7.85";"5";"Cc1c(Oc2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1";"IC50";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"16.24";"0.33";"1.15";"12.87";"0";"CHEMBL940691";"Displacement of [3H2]nTZD3 from human recombinant GST-fused PPARgamma expressed in Escherichia coli by scintillation proximity assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137013";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"1.0"
"CHEMBL1760268";"";"None";"516.06";"2";"6.39";"12";"CCCCN(c1cccc(-c2ccc(Cl)cc2)c1C)S(=O)(=O)c1ccc(OCC(=O)O)c(C)c1C";"IC50";"'='";"2511.89";"nM";"5.60";"";"";"UO_0000065";"10.85";"0.22";"-0.79";"6.67";"0";"CHEMBL1764899";"Displacement of [3H]GW 2433 from human PPARgamma by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"5.6"
"CHEMBL1760407";"";"None";"542.10";"2";"6.78";"25";"Cc1c(-c2ccc(Cl)cc2)cccc1N(CC1CCC1)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C";"IC50";"'='";"6309.57";"nM";"5.20";"";"";"UO_0000065";"9.59";"0.19";"-1.58";"6.20";"0";"CHEMBL1764899";"Displacement of [3H]GW 2433 from human PPARgamma by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"5.2"
"CHEMBL1760419";"";"None";"548.08";"2";"6.92";"37";"CCCCN(c1cc(-c2ccc(Cl)cc2)c(F)cc1C)S(=O)(=O)c1ccc(OC(C)C(=O)O)c(C)c1C";"IC50";"'='";"7943.28";"nM";"5.10";"";"";"UO_0000065";"9.31";"0.19";"-1.82";"6.08";"0";"CHEMBL1764899";"Displacement of [3H]GW 2433 from human PPARgamma by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"5.1"
"CHEMBL1783050";"";"None";"451.56";"1";"5.84";"62";"CCCc1cc(C2CCCCC2)ccc1OCCCOc1cccc([C@H]2OC(=O)NC2=O)c1";"IC50";"'='";"490.0";"nM";"6.31";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1786324";"Displacement of radio-labeled full agonist from PPARgamma receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782050";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";"";"";"490.0"
"CHEMBL1783058";"";"None";"348.83";"0";"4.51";"43";"Cc1ccc(OCCCOc2ccc(CCC(=O)O)cc2)c(Cl)c1";"IC50";"'='";"6440.0";"nM";"5.19";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1786324";"Displacement of radio-labeled full agonist from PPARgamma receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782050";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";"";"";"6440.0"
"CHEMBL231688";"";"None";"455.43";"1";"5.90";"16d";"O=C(O)Cn1ccc2cc(OCc3ccccc3COc3ccc(C(F)(F)F)cc3)ccc21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL896468";"Displacement of [3H]5-(4-(3-(5-methyl-2-phenyloxazol-4-yl)propanoyl)benzyl)thiazolidine-2,4-dione from human PPARgamma after 2 hrs by SPA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149526";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"10000.0"
"CHEMBL513215";"";"None";"352.41";"0";"4.86";"1l";"O=S(=O)(/C=C/c1ccccc1)Oc1cccc(Oc2ccccc2)c1";"IC50";"'='";"382.0";"nM";"6.42";"";"";"UO_0000065";"18.21";"0.35";"1.56";"12.20";"0";"CHEMBL1008816";"Displacement of [3H]BRL49653 from PPARgamma ligand binding domain by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152223";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"382.0"
"CHEMBL496733";"";"None";"468.92";"0";"4.79";"27";"Cc1ccc(NC(=O)c2cccc(S(=O)(=O)n3ccc4ccc(Cl)cc43)c2)c(C(=O)O)c1";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"12.16";"0.24";"0.91";"5.40";"0";"CHEMBL1001153";"Displacement of radiolabeled ligand from human PPARgamma by competition-binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141686";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"5.7"
"CHEMBL4095614";"";"None";"371.46";"0";"2.88";"4e";"CCN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1";"IC50";"'='";"21000.0";"nM";"4.68";"";"";"UO_0000065";"12.59";"0.25";"1.80";"6.54";"0";"CHEMBL4021665";"Transrepression activity at human PPARgamma expressed in HEK293 cells assessed as inhibition of TNFalpha induced NF-kappaB promoter activity pretreated for 4 hrs followed by TNFalpha stimulation after 3 hrs by luciferase reporter gene assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020745";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307715";"";"";"";"21.0"
"CHEMBL3596279";"";"None";"433.85";"0";"4.56";"28, GNE-6468";"O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3cccnc23)cc1O";"IC50";"'='";"3400.0";"nM";"5.47";"";"";"UO_0000065";"12.60";"0.24";"0.91";"5.22";"0";"CHEMBL3599864";"Displacement of fluormone PPARgamma green from GST-tagged human PPARgamma-LBD after 2 hrs by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3596163";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"3.4"
"CHEMBL392063";"";"None";"438.59";"1";"6.54";"8";"CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccsc2)c1";"IC50";"'='";"568.0";"nM";"6.25";"";"";"UO_0000065";"14.24";"0.28";"-0.29";"11.20";"0";"CHEMBL885568";"Displacement of [3H]2-methyl-2-(4-{3-[porpyl-(5-pyridin-2yl-thiophene-2-sulfonyl)-amino]-propyl}-phenoxy)-propionic acid from human PPARgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139045";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"568.0"
